,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Højvang Nord 58,6580",1.195.000 kr.,Vamdrup Skole,600 m,6.9,3.7,Villa,Energimærke D,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 25 dage,127 m²,Ejerudg.: 1.504 kr/md,,4 værelser,Opført 1978,1 toilet,,,6580,https://www.boligsiden.dk/addresses/0a3f50bc-8fd3-32b8-e044-0003ba298018,Grund: 765 m²,
"Toftevej 19,9400",2.995.000 kr.,Skansevejens Skole,567 m,7,3.8,Villa,Energimærke E,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 25 dage,115 m²,Ejerudg.: 2.484 kr/md,,3 værelser,Opført 1950,2 toiletter,,,9400,https://www.boligsiden.dk/addresses/0a3f50ca-def3-32b8-e044-0003ba298018,Grund: 571 m²,
"Tingstedvej 23,2640",4.495.000 kr.,Læringshuset,"2,92 km",6.5,3.4,Villa,Energimærke A2010,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 48 dage,122 m²,Ejerudg.: 3.596 kr/md,,3 værelser,Opført 1200,-,,,2640,https://www.boligsiden.dk/addresses/0a3f50a5-ed1d-32b8-e044-0003ba298018,Grund: 1185 m²,
"Klovbygade 42,4490",495.000 kr.,Hvidebækskolen,"2,63 km",5.8,3.5,Villa,Energimærke G,Meget høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 372 dage,100 m²,Ejerudg.: 1.519 kr/md,,4 værelser,Opført 1912,2 toiletter,,,4490,https://www.boligsiden.dk/addresses/0a3f50ad-7b83-32b8-e044-0003ba298018,Grund: 1823 m²,
"Lille Borgergade 14,9400",2.595.000 kr.,Skansevejens Skole,404 m,7,3.8,Villa,Energimærke E,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 25 dage,145 m²,Ejerudg.: 2.423 kr/md,,5 værelser,Opført 1914,2 toiletter,,,9400,https://www.boligsiden.dk/addresses/0a3f50ca-50fc-32b8-e044-0003ba298018,Grund: 249 m²,
"Vibevej 1,7620",298.000 kr.,Christinelystskolen,"5,67 km",7,3.8,Villa,Energimærke D,Mellem,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 25 dage,95 m²,Ejerudg.: 779 kr/md,,4 værelser,Opført 1959,1 toilet,,,7620,https://www.boligsiden.dk/addresses/0a3f50be-885d-32b8-e044-0003ba298018,Grund: 700 m²,
"Hermelinvej 32,4690",3.595.000 kr.,"Ny-Vest, Vibeengskolen",403 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 25 dage,153 m²,Ejerudg.: 2.660 kr/md,,5 værelser,Opført 2005,2 toiletter,,,4690,https://www.boligsiden.dk/addresses/0a3f50ad-11b8-32b8-e044-0003ba298018,Grund: 948 m²,
"Jacob Appels Alle 72,2770",4.495.000 kr.,Løjtegårdsskolen,642 m,7.3,3.7,Rækkehus,Energimærke D,Mellem,"23,1%",24‰.,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",Til salg i alt: 25 dage,102 m²,Ejerudg.: 4.436 kr/md,,4 værelser,Opført 1954,2 toiletter,,,2770,https://www.boligsiden.dk/addresses/0a3f50a7-4999-32b8-e044-0003ba298018,Grund: 242 m²,
"Stengårds Alle 223,2860",5.695.000 kr.,Gladsaxe Skole,382 m,7.2,3.7,Villa,Energimærke E,Lav,"23,6%",23‰.,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",Til salg i alt: 25 dage,87 m²,Ejerudg.: 3.740 kr/md,,4 værelser,Opført 1936,1 toilet,,,2860,https://www.boligsiden.dk/addresses/0a3f50a4-88da-32b8-e044-0003ba298018,Grund: 679 m²,
"Møllevejen 1,9690",695.000 kr.,Fjerritslev Skole,"4,67 km",6.4,3.6,Villa,Energimærke C,Lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 25 dage,137 m²,Ejerudg.: 1.191 kr/md,,4 værelser,Opført 1967,1 toilet,,,9690,https://www.boligsiden.dk/addresses/0a3f50c7-40ee-32b8-e044-0003ba298018,Grund: 3021 m²,
"Gøhlmannsvej 106,6000",1.395.000 kr.,Munkevængets Skole,660 m,6.5,3.9,Rækkehus,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 77 dage,85 m²,Ejerudg.: 1.465 kr/md,,4 værelser,Opført 1885,1 toilet,,,6000,https://www.boligsiden.dk/addresses/0a3f50bc-0224-32b8-e044-0003ba298018,Grund: 213 m²,
"Ringkøbingvej 11,6990",1.995.000 kr.,Ulfborg Skole,"4,07 km",6.5,3.7,Villa,Energimærke E,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 25 dage,205 m²,Ejerudg.: 2.887 kr/md,,8 værelser,Opført 1925,1 toilet,,,6990,https://www.boligsiden.dk/addresses/0a3f50bf-2769-32b8-e044-0003ba298018,Grund: 59965 m²,
"Begoniavej 7,4030",3.195.000 kr.,Tune Skole,"1,74 km",6.8,3.6,Villa,Energimærke E,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 25 dage,87 m²,Ejerudg.: 2.749 kr/md,,3 værelser,Opført 1967,1 toilet,,,4030,https://www.boligsiden.dk/addresses/0a3f50aa-dfb2-32b8-e044-0003ba298018,Grund: 701 m²,
"Teglgårdsvej 845, 1. tv.,3050",2.650.000 kr.,Humlebæk Skole,777 m,7.8,3.8,Ejerlejlighed,Energimærke D,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 25 dage,130 m²,Ejerudg.: 4.591 kr/md,Elevator: Nej,5 værelser,Opført 1970,2 toiletter,Altan: Nej,Terrasse: Nej,3050,https://www.boligsiden.dk/addresses/0a3f50a8-4512-32b8-e044-0003ba298018,,
"Bjerreskovparken 57,6760",3.098.000 kr.,Ansgarskolen,"2,34 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 25 dage,175 m²,Ejerudg.: 2.668 kr/md,,6 værelser,Opført 2013,2 toiletter,,,6760,https://www.boligsiden.dk/addresses/89e4c2c6-3232-4ced-b48e-1fbac03eb3f3,Grund: 1107 m²,
"Tjærepletten 19,5500",4.945.000 kr.,Strib Skole,"1,01 km",7.4,3.8,Rækkehus,Energimærke B,Høj,"25,8%","21,29‰.","Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",Til salg i alt: 25 dage,112 m²,Ejerudg.: 3.782 kr/md,,4 værelser,Opført 2007,2 toiletter,,,5500,https://www.boligsiden.dk/addresses/2ef51a73-b389-4ee7-e044-0003ba298018,Grund: 4056 m²,
"Gyvelvej 1,9460",945.000 kr.,Brovst Skole,451 m,6.8,3.7,Villa,Energimærke C,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 25 dage,142 m²,Ejerudg.: 1.247 kr/md,,4 værelser,Opført 1974,2 toiletter,,,9460,https://www.boligsiden.dk/addresses/0a3f50c6-cd34-32b8-e044-0003ba298018,Grund: 756 m²,
"Klejtrupvej 61,9500",895.000 kr.,Hobro Søndre Skole og MF10,"9,21 km",7,3.7,Villa,Energimærke D,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 331 dage,150 m²,Ejerudg.: 1.338 kr/md,,4 værelser,Opført 1947,1 toilet,,,9500,https://www.boligsiden.dk/addresses/0a3f50c8-64a3-32b8-e044-0003ba298018,Grund: 1349 m²,
"Stadionvej 25,5750",898.000 kr.,Nordagerskolen,"5,66 km",6.9,3.7,Villa,Energimærke C,Meget høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 25 dage,64 m²,Ejerudg.: 1.342 kr/md,,2 værelser,Opført 1943,1 toilet,,,5750,https://www.boligsiden.dk/addresses/0a3f50b5-390f-32b8-e044-0003ba298018,Grund: 903 m²,
"Gl. Århusvej 176,8800",2.595.000 kr.,Søndre Skole,"1,28 km",7.2,3.8,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 25 dage,170 m²,Ejerudg.: 1.203 kr/md,,5 værelser,Opført 1928,2 toiletter,,,8800,https://www.boligsiden.dk/addresses/0a3f50c6-63e8-32b8-e044-0003ba298018,Grund: 715 m²,
"Drejergårdsvej 8,8643",3.295.000 kr.,Ans Skole,"3,76 km",6.9,3.7,Landejendom/Villa,Energimærke D,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 25 dage,147 m²,Ejerudg.: 1.976 kr/md,,5 værelser,Opført 1992,1 toilet,,,8643,https://www.boligsiden.dk/addresses/0a3f50c5-2119-32b8-e044-0003ba298018,Grund: 83738 m²,
"Jonnasvej 3,3360",2.295.000 kr.,Melby Skole,"1,62 km",7,3.7,Villa,Energimærke D,Lav,"25,7%",34‰.,"Der er 31.344 indbyggere i Halsnæs Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 34‰.",Til salg i alt: 25 dage,141 m²,Ejerudg.: 2.774 kr/md,,5 værelser,Opført 1971,2 toiletter,,,3360,https://www.boligsiden.dk/addresses/0a3f50a8-85d5-32b8-e044-0003ba298018,Grund: 887 m²,
"Spøttrupvej 3,8300",998.000 kr.,Hou Skole,"2,62 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 309 dage,108 m²,Ejerudg.: 1.820 kr/md,,4 værelser,Opført 1973,1 toilet,,,8300,https://www.boligsiden.dk/addresses/0a3f50c0-b4f4-32b8-e044-0003ba298018,Grund: 1215 m²,
"Sønder Havnegade 12, 1.,6400",4.995.000 kr.,Ahlmann-Skolen,607 m,7.2,3.8,Ejerlejlighed,Energimærke D,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 25 dage,184 m²,Ejerudg.: 4.490 kr/md,Elevator: Nej,5 værelser,Opført 1905,2 toiletter,Altan: Nej,Terrasse: Nej,6400,https://www.boligsiden.dk/addresses/f1d223f0-7a70-4d5e-ae47-a7ca28d70bb0,,
"Ladegårdvej 5,7182",2.695.000 kr.,Firehøjeskolen,"2,02 km",7.4,3.8,Villa,Energimærke C,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 25 dage,153 m²,Ejerudg.: 2.556 kr/md,,5 værelser,Opført 1912,1 toilet,,,7182,https://www.boligsiden.dk/addresses/0a3f50ba-7335-32b8-e044-0003ba298018,Grund: 21804 m²,
"Broløkken 7,5900",1.995.000 kr.,Ørstedskolen,"1,47 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke C,Høj,"26,3%","24,57‰.","Der er 12.316 indbyggere i Langeland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,57‰.",Til salg i alt: 25 dage,175 m²,Ejerudg.: 1.889 kr/md,,5 værelser,Opført 1965,2 toiletter,,,5900,https://www.boligsiden.dk/addresses/0a3f50b5-3fe6-32b8-e044-0003ba298018,Grund: 790 m²,
"Pårupvej 36,5540",1.495.000 kr.,Vibeskolen,"4,73 km",6.5,3.7,Villa,Energimærke D,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 25 dage,149 m²,Ejerudg.: 1.657 kr/md,,5 værelser,Opført 1827,1 toilet,,,5540,https://www.boligsiden.dk/addresses/0a3f50b5-fcb1-32b8-e044-0003ba298018,Grund: 1815 m²,
"Fælledvej 9, 3. tv.,2200",10.995.000 kr.,Guldberg Skole,621 m,6.9,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 25 dage,168 m²,Ejerudg.: 8.643 kr/md,Elevator: Nej,5 værelser,Opført 1866,1 toilet,Altan: Nej,Terrasse: Nej,2200,https://www.boligsiden.dk/addresses/0a3f509e-389f-32b8-e044-0003ba298018,,
"Vejlevej 103,7323",1.595.000 kr.,"Firkløverskolen, Givskud",663 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Lav,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 25 dage,130 m²,Ejerudg.: 1.655 kr/md,,8 værelser,Opført 1965,3 toiletter,,,7323,https://www.boligsiden.dk/addresses/0a3f50bb-0e80-32b8-e044-0003ba298018,Grund: 805 m²,
"Sommerdalen 3,4773",450.000 kr.,Kulsbjerg Skole,"3,2 km",Ikke oplyst,Ikke oplyst,Fritidsbolig/Villa,Energimærke E,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 25 dage,90 m²,Ejerudg.: 1.200 kr/md,,5 værelser,Opført 1966,1 toilet,,,4773,https://www.boligsiden.dk/addresses/0a3f50af-bd5a-32b8-e044-0003ba298018,Grund: 1100 m²,
"Sofiendalsvej 20,4690",3.495.000 kr.,"Ny-Vest, Sofiendalskolen",446 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 25 dage,141 m²,Ejerudg.: 2.886 kr/md,,6 værelser,Opført 1915,2 toiletter,,,4690,https://www.boligsiden.dk/addresses/0a3f50ad-1da9-32b8-e044-0003ba298018,Grund: 1414 m²,
"Vestergade 9B,4600",7.780.000 kr.,Sct. Nicolai Skole,472 m,7.5,3.9,Villa,Energimærke A2015,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 25 dage,169 m²,Ejerudg.: 5.570 kr/md,,5 værelser,Opført 2022,2 toiletter,,,4600,https://www.boligsiden.dk/addresses/10079b86-ea28-473a-a37e-b13b41040398,Grund: 967 m²,
"Vangsåvej 8,2720",5.995.000 kr.,Kirkebjerg Skole,797 m,7.6,3.7,Villa,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 25 dage,86 m²,Ejerudg.: 4.473 kr/md,,4 værelser,Opført 1932,2 toiletter,,,2720,https://www.boligsiden.dk/addresses/0a3f50a1-737e-32b8-e044-0003ba298018,Grund: 601 m²,
"Forchhammersvej 9B, 1. 5.,9000",1.245.000 kr.,Stolpedalsskolen,"1,22 km",8.3,3.9,Ejerlejlighed,Energimærke A2015,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 25 dage,48 m²,Ejerudg.: 1.964 kr/md,Elevator: Nej,2 værelser,Opført 2019,1 toilet,Altan: Nej,Terrasse: Nej,9000,https://www.boligsiden.dk/addresses/75f4eb48-b53b-42e3-9b70-8f2e08014ecd,,
"Kongeløkken 12,5580",1.695.000 kr.,Nørre Aaby Skole,"1,02 km",6.7,3.6,Villa,Energimærke C,Høj,"25,8%","21,29‰.","Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",Til salg i alt: 25 dage,139 m²,Ejerudg.: 1.988 kr/md,,5 værelser,Opført 1979,1 toilet,,,5580,https://www.boligsiden.dk/addresses/0a3f50b3-7b14-32b8-e044-0003ba298018,Grund: 945 m²,
"Anerbjergevej 26,6893",425.000 kr.,Tarm Skole,"17,22 km",6.6,3.7,Villa/Fritidsbolig,Energimærke G,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 25 dage,92 m²,Ejerudg.: 817 kr/md,,3 værelser,Opført 1951,1 toilet,,,6893,https://www.boligsiden.dk/addresses/0a3f50bd-443a-32b8-e044-0003ba298018,Grund: 473 m²,
"Rendebjergvænget 32,4030",4.700.000 kr.,Tune Skole,"1,54 km",6.8,3.6,Rækkehus,Energimærke A2020,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 25 dage,122 m²,Ejerudg.: 3.561 kr/md,,3 værelser,Opført 2021,2 toiletter,,,4030,https://www.boligsiden.dk/addresses/cd53644b-f496-460d-9bff-43cb20796a2a,Grund: 432 m²,
"Agtrupvej 83,6000",2.200.000 kr.,Sdr Vang Skole,597 m,7.1,3.9,Villa,Energimærke E,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 25 dage,194 m²,Ejerudg.: 2.274 kr/md,,5 værelser,Opført 1906,2 toiletter,,,6000,https://www.boligsiden.dk/addresses/0a3f50bb-db35-32b8-e044-0003ba298018,Grund: 866 m²,
"Heilmannsvej 19,4230",1.195.000 kr.,Dalmose skole,"8,75 km",5.8,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 25 dage,118 m²,Ejerudg.: 1.826 kr/md,,5 værelser,Opført 1919,2 toiletter,,,4230,https://www.boligsiden.dk/addresses/0a3f50ae-65ca-32b8-e044-0003ba298018,Grund: 749 m²,
"Bjernevej 22,5600",1.995.000 kr.,Øhavsskolen,345 m,6.6,3.7,Villa,Energimærke D,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 25 dage,144 m²,Ejerudg.: 2.103 kr/md,,5 værelser,Opført 1924,3 toiletter,,,5600,https://www.boligsiden.dk/addresses/0a3f50b2-9b19-32b8-e044-0003ba298018,Grund: 570 m²,
"Aavej 12,5856",995.000 kr.,Tre Ege Skolen,193 m,5.8,3.6,Villa,Energimærke D,Meget høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 379 dage,170 m²,Ejerudg.: 1.001 kr/md,,6 værelser,Opført 1967,2 toiletter,,,5856,https://www.boligsiden.dk/addresses/0a3f50b5-4fbd-32b8-e044-0003ba298018,Grund: 700 m²,
"Villumhøj 46,8831",2.395.000 kr.,Løgstrup Skole,275 m,7.1,3.7,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 27 dage,139 m²,Ejerudg.: 2.012 kr/md,,5 værelser,Opført 2005,2 toiletter,,,8831,https://www.boligsiden.dk/addresses/0a3f50c6-a81d-32b8-e044-0003ba298018,Grund: 733 m²,
"Liljevej 3,9850",925.000 kr.,Horne undervisningssted,"1,67 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 25 dage,118 m²,Ejerudg.: 1.345 kr/md,,4 værelser,Opført 2010,2 toiletter,,,9850,https://www.boligsiden.dk/addresses/a5936025-dc32-4be1-8b2a-21f51d9e13b8,Grund: 1800 m²,
"Brogade 30,7660",645.000 kr.,Tangsø skole,683 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Ukendt,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 25 dage,214 m²,Ejerudg.: 1.814 kr/md,,7 værelser,Opført 1904,-,,,7660,https://www.boligsiden.dk/addresses/9b8d3186-aa74-4484-8b4f-d4655da2f088,Grund: 482 m²,
"Amaliehøjvej 6,8543",2.599.000 kr.,Hornslet Skole,972 m,7.4,3.7,Villa,Energimærke C,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 238 dage,113 m²,Ejerudg.: 3.313 kr/md,,5 værelser,Opført 1988,1 toilet,,,8543,https://www.boligsiden.dk/addresses/0a3f50c1-5a5e-32b8-e044-0003ba298018,Grund: 518 m²,
"Vestre Ringgade 210, 5. tv.,8000",2.398.000 kr.,Katrinebjergskolen,525 m,6.8,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 25 dage,57 m²,Ejerudg.: 2.637 kr/md,Elevator: Nej,2 værelser,Opført 1950,1 toilet,Altan: Ja,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c4-ab36-32b8-e044-0003ba298018,,
"Lillegårds Alle 111,2860",4.495.000 kr.,Mørkhøj Skole,688 m,6.6,3.6,Villa,Energimærke B,Lav,"23,6%",23‰.,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",Til salg i alt: 25 dage,122 m²,Ejerudg.: 3.332 kr/md,,4 værelser,Opført 1931,2 toiletter,,,2860,https://www.boligsiden.dk/addresses/0a3f50a4-64dd-32b8-e044-0003ba298018,Grund: 591 m²,
"Sejet Bygade 22,8700",650.000 kr.,Dagnæsskolen,"5,83 km",7,3.8,Villa,Energimærke E,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 25 dage,133 m²,Ejerudg.: 1.244 kr/md,,5 værelser,Opført 1915,1 toilet,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-837a-32b8-e044-0003ba298018,Grund: 906 m²,
"Præstehaven 12B, 2. th.,7400",2.495.000 kr.,Lindbjergskolen,"1,68 km",7.5,3.7,Ejerlejlighed,Energimærke C,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 25 dage,179 m²,Ejerudg.: 4.492 kr/md,Elevator: Nej,5 værelser,Opført 1975,2 toiletter,Altan: Nej,Terrasse: Nej,7400,https://www.boligsiden.dk/addresses/0a3f50bd-9a74-32b8-e044-0003ba298018,,
"Halsagervej 16,9800",1.265.000 kr.,Lundergård undervisningssted,950 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 25 dage,146 m²,Ejerudg.: 2.018 kr/md,,5 værelser,Opført 1965,1 toilet,,,9800,https://www.boligsiden.dk/addresses/0a3f50c8-18a4-32b8-e044-0003ba298018,Grund: 705 m²,
"Humlevej 33,3450",4.850.000 kr.,Lillevang Skole afdeling LIllerød,641 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 25 dage,164 m²,Ejerudg.: 5.313 kr/md,,6 værelser,Opført 1968,2 toiletter,,,3450,https://www.boligsiden.dk/addresses/0a3f50a7-bf3a-32b8-e044-0003ba298018,Grund: 792 m²,
"Akkerupvej 14,5683",3.495.000 kr.,Haarby Skole,580 m,7,3.7,Villa,Energimærke E,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 172 dage,445 m²,Ejerudg.: 4.505 kr/md,,14 værelser,Opført 1938,3 toiletter,,,5683,https://www.boligsiden.dk/addresses/0a3f50b2-dbe0-32b8-e044-0003ba298018,Grund: 10432 m²,
"Tempelvej 7,4390",5.495.000 kr.,Ågerup Skole,"1,4 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 355 dage,240 m²,Ejerudg.: 4.323 kr/md,,9 værelser,Opført 1877,2 toiletter,,,4390,https://www.boligsiden.dk/addresses/0a3f50ad-6c97-32b8-e044-0003ba298018,Grund: 1372 m²,
