Ydertype;Speciale;Ydernr;titelpost;System;Praksisbetegnelse;Adresse;Postnr;Post_navn;Amt;navn;Lokationsnr;Telefonnr_1
10;80;193380;;;Kirstine Schouw Pedersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28939145
10;80;193399;;;Marianne Thusgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25327414
10;80;193402;;;Maj Grandelag;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60823773
10;80;193410;;;Louise Sidenius Harboe;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26204736
10;80;193429;;;Thomas Esben Wacher Lentz;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61668606
10;80;193437;;;Karsten Bomholdt Jacobsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;53626558
10;80;193461;;;Mette Brassøe;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;42921050
10;80;193488;;;Barbara Lund;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;81719385
10;80;193496;;;Inge Bach Mikkelsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61778434
10;80;193518;;;Carsten Demant Sørensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26846285
10;80;193526;;;Maria Carlsen Ledet;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26256014
10;80;193534;;;Anette A. Vittrup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30503637
10;80;193542;;;Thomas Mølgaard Leerbeck;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51944911
10;80;193550;;;Mia Skov-Madsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61678808
10;80;193585;;;Christian Vejlø;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60299076
10;80;193593;;;Maria Kjærgaard Brolev;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40834271
10;80;193607;;;Mette Bolvig Poulsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26210067
10;80;193615;;;Jens Worm Krogsgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61684991
10;80;193623;;;Karina Kragh Jørgensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61657192
10;80;193631;;;Hans West;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26742407
10;80;193658;;;Kristian Slott Mortensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22771230
10;80;193674;;;Pernille Smalbro Hylleberg;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28871444
10;80;193682;;;Jeanette Elisabeth Jørgensen Haagh;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;31571678
10;80;193690;;;Christine Riis Houe;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51945477
10;80;193704;;;William Neil Baird;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22824144
10;80;193712;;;Dubravko Butic;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40217889
10;80;193720;;;Louise Tolnov;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61709838
10;80;193801;;;Per Buchholtz;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20820662
10;80;193836;;;Marlene Thordal;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27371407
10;80;193844;;;Jens Martin Kristensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61317929
10;80;193879;;;Peter Nørgaard Andreasen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20434664
10;80;193895;;;Louise Schjødt Grønhøj;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24626664
10;80;193925;;;Catja Louise Ryber;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26189082
10;80;193933;;;John Hyltoft;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22988354
10;80;193941;;;Katrine Aalborg Kirkegaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51516024
10;80;193968;;;Anna Knudsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61666104
10;80;193984;;;Thomas Lubbert Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20950005
10;80;193992;;;Britt Plambech-Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23369224
10;80;194018;;;Rikke Svenstrup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27207603
10;80;194026;;;Dinah Marie Høngaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26716714
10;80;194034;;;Henning Jensen Krogsgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40549188
10;80;194050;;;Maibritt Bech Bedsted;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51801685
10;80;194069;;;Knut Rønning;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28835080
10;80;194093;;;Stefan Bendtzen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;71770650
10;80;194107;;;Christian Ramskov Andersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28298816
10;80;194123;;;Rikke Hansen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;98922920
10;80;194131;;;Anne Platz Boesgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22482444
10;80;194166;;;Mona Hansen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;97926186
10;80;194174;;;Allan René Rose;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21406722
10;80;194182;;;Pernille Lund Mogensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27321760
10;80;194190;;;Peter Svenssen Munksgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40821417
10;80;194212;;;Mikael Caroc Warner;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;31131323
10;80;194220;;;Kaisa Mathilda Kiiveri;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29827112
10;80;194247;;;Mogens Bent Thomsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;98392079
10;80;194255;;;Mette Videbæk Justesen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61686540
10;80;194301;;;Jesper Kolbeck;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61701986
10;80;194328;;;Klaus Kørting;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;98857685
10;80;194336;;;Sami Hedegaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26714060
10;80;194344;;;Maja Høngaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61262530
10;80;194379;;;Anne Wigh-Thomsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22284967
10;80;194387;;;Morten Bislev Møller;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51884248
10;80;194395;;;Wiera Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;35102410
10;80;194409;;;Camilla Kjær Amelung;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24808122
10;80;194425;;;Karina Moy Bleeg;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61666905
10;80;194433;;;Thomas Olsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;42269394
10;80;194468;;;Helene Nygaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22666888
10;80;194476;;;Karen Mariegaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26215201
10;80;194492;;;Martin Bach Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25154519
10;80;194506;;;Ninna Schultz Askou;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;91545384
10;80;194522;;;Bettina Grønhøj Meakin;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;31177557
10;80;194573;;;Morten Kiel Frost;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28802975
10;80;194603;;;Kamilla Ingemann Beith;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25546808
10;80;194611;;;Hewa Yasin;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22553060
10;80;194638;;;Andreas Kakulidis Toft;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22884214
10;80;194646;;;Morten Beith;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26810724
10;80;194662;;;Monica Sveistrup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20878688
10;80;194670;;;Martin Mackenhauer Petersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20764493
10;80;194719;;;Tenna Alstrup Juel;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24278616
10;80;194735;;;Signe Engholt Andersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22740755
10;80;194743;;;Poul Sejr Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30543892
10;80;194751;;;Damir Drljevic;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25703059
10;80;194778;;;Linda Munch;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26812081
10;80;194794;;;Hanna Dal;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30235095
10;80;194816;;;Thomas Andersen Rix;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25346009
10;80;194824;;;Thilde Ebdrup Kjær;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40628302
10;80;194832;;;Erling Jørgensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24434424
10;80;194840;;;Morten Falshøj Pedersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24263926
10;80;194867;;;Stig Irvin Petersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40456882
10;80;194875;;;Klaus Holm Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20334326
10;80;194883;;;Ole Sørensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29271947
10;80;194891;;;Maren Brøndberg Østergaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22995262
10;80;194905;;;Kristian Østergaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40378949
10;80;194913;;;Kirsti Braaten;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29463092
10;80;194921;;;Mark Thomsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22999227
10;80;194948;;;Torben Ingvorsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;53657227
10;80;194956;;;Karina Jørgensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25367782
10;80;194964;;;Rasmus Lund Beyer;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20858522
10;80;194980;;;Esben Krarup Baymler;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21747611
10;80;195049;;;Marianne Søndergaard Simonsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28976597
10;80;195057;;;Chris Hayes;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;41127658
10;80;195073;;;Tor-André Liane;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28219821
10;80;195081;;;Jens Carlsbæk Majgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61764321
10;80;195103;;;Kim Villadsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26793042
10;80;195111;;;Þóra Hrund Bjarnadóttir Lynggaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22385883
10;80;195138;;;Jane Svensson;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61652090
10;80;195146;;;Jacob Reinholdt Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22616337
10;80;195154;;;Klaus Wilbrandt Kjær;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;42400416
10;80;195162;;;Anna Lucia Bloch Paulsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61167012
10;80;195170;;;Maj Hansen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23231530
10;80;195197;;;Zhanyuan Kang;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;81918354
10;80;195200;;;Mette Opstrup Abildgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24441611
10;80;195219;;;Mikkel Saxov;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28724198
10;80;195227;;;Christine Svarrer;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27147846
10;80;195235;;;Lina Hundebøll Jespersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;53626578
10;80;195278;;;Henning Skytte Andersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23455857
10;80;195294;;;Mie Voss Dybro;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20217460
10;80;195316;;;Martin Lynge Østergaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60280833
10;80;195324;;;Anne H. Østergaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29929449
10;80;195332;;;Esben Sommer Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27369566
10;80;195359;;;Charlotte Geel Weirsøe;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21681925
10;80;195367;;;Andreas Mejlhede;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61710380
10;80;195375;;;Simone Lund Lauritsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24255325
10;80;195383;;;Troels Bachmann;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;42602711
10;80;195391;;;Troels Mengel-Jørgensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20662152
10;80;195405;;;Annette Østergaard Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29364430
10;80;195413;;;Jørgen Boserup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21758101
10;80;195421;;;Søren Lange Rasmussen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25379510
10;80;195448;;;Sine Lauridsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21275965
10;80;195456;;;Ali Soltani;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60625060
10;80;195464;;;Maiken Høgfeldt Mortensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60608921
10;80;195472;;;Sophie Friis Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27304474
10;80;195480;;;Jens Bay Vegger;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28121759
10;80;195499;;;Ulf Schlickewei Exner;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28256959
10;80;195502;;;Benjamin Strøm Nygård;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60825556
10;80;195510;;;Troels Munck Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51208590
10;80;195537;;;Bjarne Gertsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23265934
10;80;195545;;;Johan Krogshave Holdt;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27823639
10;80;195553;;;Anne Grave Pedersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23314429
10;80;195561;;;Martin Fjerbæk;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61718441
10;80;195588;;;Søren Olesen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23308688
10;80;195596;;;Lene Krogh Møller;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61266879
10;80;195626;;;Axel Bjarke Thomsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27624224
10;80;195634;;;Steinar M. Sandberg;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;41464682
10;80;195642;;;Rikke Olesen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20143828
10;80;195650;;;Jakob Klitkou;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29619318
10;80;195669;;;Negar Pourbordbari;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27914224
10;80;195677;;;Mie Juel Ravn;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60446200
10;80;195685;;;Dan Krusenstjerna-Hafstrøm;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40144880
10;80;195693;;;Ole Friis Junge;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20121172
10;80;195715;;;Sandra Nørgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61288011
10;80;195723;;;Stine Strandfelt;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22403250
10;80;195731;;;Eddie Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24633926
10;80;195758;;;Heidi Kasten Kongstad;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27416922
10;80;195766;;;Maria Trøjelsgaard Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;50738271
10;80;195774;;;Anne Sofie Karstoft;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30299870
10;80;195790;;;Luise Jessen Lundorf;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30241001
10;80;195804;;;Lis Helene Christensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25342483
10;80;195820;;;Cathrine Engelbrecht Johannessen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51228229
10;80;195839;;;Silja Als-Frederiksen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;98841888
10;80;195847;;;Clara Hauge Vinther;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30539102
10;80;195863;;;Tine Heisz Ørndrup Højbjerg;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51515607
10;80;195871;;;Peter Munk Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22769824
10;80;195898;;;Helle Aarup Skou;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22125284
10;80;195901;;;Konstantinos Kakulidis;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51289823
10;80;195928;;;Birgitte Ribergaard Mikkelsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20879900
10;80;195936;;;Flemming Bøggild Bundgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22531539
10;80;195944;;;Jørgen Bjerregaard Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51515472
10;80;195952;;;Carsten Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;41829210
10;80;195960;;;Henriette Susanne Jessen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40741145
10;80;195987;;;Peter Aaquist;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40587812
10;80;195995;;;Jørgen Sten Christensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20788229
10;80;196002;;;Finn Thue Torp;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20780842
10;80;196010;;;Erik Hauberg;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40510517
10;80;196029;;;Hans Jørgensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60215323
10;80;196037;;;Carsten Andreasen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28458250
10;80;196045;;;Thorben Grymer-Hansen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21796226
10;80;196053;;;Kathrine Borregaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21750558
10;80;196061;;;Claus Nissen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21942517
10;80;196088;;;Nick Rasmussen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51704723
10;80;196096;;;Flemming Pedersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21692505
10;80;196118;;;Vibeke Bjørnkær;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28950724
10;80;196126;;;Thue Krarup Hansen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30630490
10;80;196134;;;Mie Aarup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40331961
10;80;196142;;;Hasse Kristensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20943112
10;80;196150;;;Thomas Kirk Kjærsgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22862881
10;80;196169;;;Michael Giessing;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40846351
10;80;196177;;;Annette Gisselmann;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20645926
10;80;196185;;;Ole Mogensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;21653362
10;80;196193;;;Helle Hare Kaagaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;28267339
10;80;196207;;;Susan Orlowitz;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30554423
10;80;196215;;;Brian Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24625597
10;80;196223;;;Finn Boldt;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40117876
10;80;196231;;;Connie Bruun Andersen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40327786
10;80;196258;;;Sture Winsløw;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;50707161
10;80;196266;;;Marianne Lindby Tolstrup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27634898
10;80;196274;;;Marianne Stampe Henningsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22770263
10;80;196282;;;Ann Brun Dissing;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30636455
10;80;196290;;;Anne Bastholm Weesgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40544366
10;80;196304;;;Jeanette Beck;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23636188
10;80;196312;;;Mette Hertel;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;41141819
10;80;196320;;;Elisabeth Kellmer;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;42420749
10;80;196339;;;Claus Lund;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23320089
10;80;196347;;;Susanne Ertbjerg;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40464473
10;80;196355;;;Mette Sophie Herløw;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40544044
10;80;196363;;;Anette Stadil Pinstrup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61670430
10;80;196371;;;Christina Gjerde Sörensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;25730899
10;80;196398;;;Morten Huse Koldsø;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20999272
10;80;196401;;;Morten Bjerring Nørgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;61656544
10;80;196428;;;Lise Borregaard Fuglsang;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26850621
10;80;196436;;;Søren Donslund;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;60190431
10;80;196452;;;Lene Krabbe;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;51925519
10;80;196460;;;Stine Schierup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29729294
10;80;196479;;;Jesper Oddershede;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29632841
10;80;196487;;;Ea Kaae Lindbøg-Løfgreen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29726661
10;80;196509;;;Helene Elsborg;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30542210
10;80;196517;;;Kenny Birk Bøtcher;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;50715884
10;80;196525;;;Christine Sanddal Lindholt;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29435063
10;80;196533;;;Anne Kjeldsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;20676679
10;80;196541;;;Laila Holmegaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;42167968
10;80;196568;;;Anne Nørgaard Kristensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30340094
10;80;196576;;;Merete Hansen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23874220
10;80;196584;;;Jacob Randrup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40455543
10;80;196592;;;Jesper Jangaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40361104
10;80;196606;;;Lene-Marie Axelgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23296873
10;80;196614;;;Lone Vestergaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40591642
10;80;196622;;;Louise Hjelm;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40866049
10;80;196630;;;Kåre Cumberland Jacobsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22355736
10;80;196649;;;Annemette Alstrup;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;27269556
10;80;196657;;;Mette Nielsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;22886581
10;80;196665;;;Katrine Heden;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;24896728
10;80;196673;;;Jens Christian Schrøder;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;31138388
10;80;196681;;;Daniel Hanefelt Kristensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;53619427
10;80;196703;;;Louise Klitkou;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;98775000
10;80;196711;;;Karsten Ewald;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26166939
10;80;196738;;;Kirsten Braüner Bækgaard;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;31508208
10;80;196746;;;Egle Kongsøre;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;40157674
10;80;196754;;;Morten Sig Ager Jensen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;23355114
10;80;196762;;;Lisbeth Holst;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;29424749
10;80;196770;;;Sussi Nørgård Thomsen;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;26633738
10;80;196789;;;Jannie Veis Morsing;Hemmelig 1;0;Hemmelig;81;Region Nordjylland;;30571271
